source,event_or_hook,context
modules_Documentation.md,onDragEnter,ick = onTabClick   tab.onMousePress = onTabMousePress   tab.onDragEnter = onTabDragEnter   tab.onDragLeave = onTabDragLeave   tab.o
modules_Documentation.md,onTabDragEnter,ck   tab.onMousePress = onTabMousePress   tab.onDragEnter = onTabDragEnter   tab.onDragLeave = onTabDragLeave   tab.onDragMove = onTab
modules_Documentation.md,onDragLeave, = onTabMousePress   tab.onDragEnter = onTabDragEnter   tab.onDragLeave = onTabDragLeave   tab.onDragMove = onTabDragMove   tab.onD
modules_Documentation.md,onTabDragLeave,ress   tab.onDragEnter = onTabDragEnter   tab.onDragLeave = onTabDragLeave   tab.onDragMove = onTabDragMove   tab.onDestroy = function
modules_Documentation.md,onDragMove,r = onTabDragEnter   tab.onDragLeave = onTabDragLeave   tab.onDragMove = onTabDragMove   tab.onDestroy = function() tab.tabPanel:d
modules_Documentation.md,onTabDragMove,Enter   tab.onDragLeave = onTabDragLeave   tab.onDragMove = onTabDragMove   tab.onDestroy = function() tab.tabPanel:destroy() end    
modules_Documentation.md,onDestroy,ave = onTabDragLeave   tab.onDragMove = onTabDragMove   tab.onDestroy = function() tab.tabPanel:destroy() end    if #self.tabs ==
modules_Documentation.md,onStyleApply,"gins(self)   return newIndex end  function UIMoveableTabBar:onStyleApply(styleName, styleNode)   if styleNode['movable'] then     se"
modules_Documentation.md,onTabChange,"  self.currentTab:setChecked(false)   end   signalcall(self.onTabChange, self, tab)   self.currentTab = tab   tab:setChecked(true) "
modules_Documentation.md,onClick,tton    if self.prevNavigation then     self.prevNavigation.onClick = function() self:selectPrevTab() end   end   if self.nextN
modules_Documentation.md,onClick,  end   if self.nextNavigation then     self.nextNavigation.onClick = function() self:selectNextTab() end   end   updateNavigat
modules_Documentation.md,onGeometryChange,"abKeyboard()   currentMenu = self end  function UIPopupMenu:onGeometryChange(oldRect, newRect)   local parent = self:getParent()   if no"
modules_Documentation.md,onClick,"idget(self:getStyleName() .. 'Button', self)   optionWidget.onClick = function(widget)     self:destroy()     optionCallback() "
modules_Documentation.md,onDestroy,(state)   self.isGameMenu = state end  function UIPopupMenu:onDestroy()   if currentMenu == self then     currentMenu = nil   end
modules_Documentation.md,onMousePress," = nil   end   self:ungrabMouse() end  function UIPopupMenu:onMousePress(mousePos, mouseButton)   -- clicks outside menu area destro"
modules_Documentation.md,onKeyPress,"elf:destroy()   end   return true end  function UIPopupMenu:onKeyPress(keyCode, keyboardModifiers)   if keyCode == KeyEscape then "
modules_Documentation.md,onRootGeometryUpdate,- close all menus when the window is resized local function onRootGeometryUpdate()   if currentMenu then     currentMenu:destroy()   end end
modules_Documentation.md,onGameEnd,nu then     currentMenu:destroy()   end end  local function onGameEnd()   if currentMenu and currentMenu.isGameMenu then     curr
modules_Documentation.md,onGeometryChange,"     currentMenu:destroy()   end end  connect(rootWidget, { onGeometryChange = onRootGeometryUpdate }) connect(g_game, { onGameEnd = onG"
modules_Documentation.md,onRootGeometryUpdate,"stroy()   end end  connect(rootWidget, { onGeometryChange = onRootGeometryUpdate }) connect(g_game, { onGameEnd = onGameEnd } ) ``` ---  # 📄"
modules_Documentation.md,onGameEnd,"nGeometryChange = onRootGeometryUpdate }) connect(g_game, { onGameEnd = onGameEnd } ) ``` ---  # 📄 uipopupscrollmenu.lua ```lua -"
modules_Documentation.md,onGameEnd,"nge = onRootGeometryUpdate }) connect(g_game, { onGameEnd = onGameEnd } ) ``` ---  # 📄 uipopupscrollmenu.lua ```lua -- @docclass "
modules_Documentation.md,onGeometryChange,"ouse()   currentMenu = self end  function UIPopupScrollMenu:onGeometryChange(oldRect, newRect)   local parent = self:getParent()   if no"
modules_Documentation.md,onClick,"getStyleName() .. 'Button', self.scrollArea)   optionWidget.onClick = function(widget)     self:destroy()     optionCallback() "
modules_Documentation.md,onDestroy,"eparator', self.scrollArea) end  function UIPopupScrollMenu:onDestroy()   if currentMenu == self then     currentMenu = nil   end"
modules_Documentation.md,onMousePress,"   end   self:ungrabMouse() end  function UIPopupScrollMenu:onMousePress(mousePos, mouseButton)   -- clicks outside menu area destro"
modules_Documentation.md,onKeyPress,"stroy()   end   return true end  function UIPopupScrollMenu:onKeyPress(keyCode, keyboardModifiers)   if keyCode == KeyEscape then "
modules_Documentation.md,onGeometryChange,"n     currentMenu:destroy()   end end connect(rootWidget, { onGeometryChange = onRootGeometryUpdate} ) ``` ---  # 📄 uiprogressbar.lua ``"
modules_Documentation.md,onRootGeometryUpdate,"estroy()   end end connect(rootWidget, { onGeometryChange = onRootGeometryUpdate} ) ``` ---  # 📄 uiprogressbar.lua ```lua -- @docclass UIPro"
modules_Documentation.md,onSetup,f:setBackgroundRect(rect)   end end  function UIProgressBar:onSetup()   self:updateBackground() end  function UIProgressBar:onS
modules_Documentation.md,onStyleApply,"tup()   self:updateBackground() end  function UIProgressBar:onStyleApply(name, node)   for name,value in pairs(node) do     if name "
modules_Documentation.md,onGeometryChange,"= tonumber(value)     end   end end  function UIProgressBar:onGeometryChange(oldRect, newRect)   if not self:isOn() then     self:setHei"
modules_Documentation.md,onClick,"stroy()   for k,widget in pairs(self.widgets) do     widget.onClick = nil   end   self.widgets = {} end  function UIRadioGroup:"
modules_Documentation.md,onClick,"idget(widget)   table.insert(self.widgets, widget)   widget.onClick = function(widget) self:selectWidget(widget) end end  funct"
modules_Documentation.md,onClick,"et == widget then     self:selectWidget(nil)   end   widget.onClick = nil   table.removevalue(self.widgets, widget) end  functi"
modules_Documentation.md,onSelectionChange,"d(true)   end    if not dontSignal then     signalcall(self.onSelectionChange, self, selectedWidget, previousSelectedWidget)   end end  f"
modules_Documentation.md,onSelectionChange,"ecked(false)   self.selectedWidget = nil    signalcall(self.onSelectionChange, self, nil, previousSelectedWidget) end  function UIRadioGr"
modules_Documentation.md,onSetup,m = 1000   return resizeborder end  function UIResizeBorder:onSetup()   if self:getWidth() > self:getHeight() then     self.ver
modules_Documentation.md,onDestroy,   self.vertical = false   end end  function UIResizeBorder:onDestroy()   if self.hovering then     g_mouse.popCursor(self.cursor
modules_Documentation.md,onHoverChange,pCursor(self.cursortype)   end end  function UIResizeBorder:onHoverChange(hovered)   if hovered then     if g_mouse.isCursorChanged()
modules_Documentation.md,onMouseMove,"hovering = false     end   end end  function UIResizeBorder:onMouseMove(mousePos, mouseMoved)   if self:isPressed() then     local "
modules_Documentation.md,onMouseRelease,"newSize)     return true   end end  function UIResizeBorder:onMouseRelease(mousePos, mouseButton)   if not self:isHovered() then     g"
modules_Documentation.md,onStyleApply,"   self.hovering = false   end end  function UIResizeBorder:onStyleApply(styleName, styleNode)   for name,value in pairs(styleNode) "
modules_Documentation.md,onVisibilityChange,tonumber(value))     end   end end  function UIResizeBorder:onVisibilityChange(visible)   if visible and self.maximum == self.minimum then
modules_Documentation.md,onStyleApply,"imum = false   return scrollarea end  function UIScrollArea:onStyleApply(styleName, styleNode)   for name,value in pairs(styleNode) "
modules_Documentation.md,onScrollWidthChange,end    if self.lastScrollWidth ~= scrollWidth then     self:onScrollWidthChange()   end   if self.lastScrollHeight ~= scrollHeight then    
modules_Documentation.md,onScrollHeightChange,nd   if self.lastScrollHeight ~= scrollHeight then     self:onScrollHeightChange()   end    self.lastScrollWidth = scrollWidth   self.lastSc
modules_Documentation.md,onValueChange,"calScrollBar = scrollbar   connect(self.verticalScrollBar, 'onValueChange', function(scrollbar, value)     local virtualOffset = self"
modules_Documentation.md,onScrollChange,"   self:setVirtualOffset(virtualOffset)     signalcall(self.onScrollChange, self, virtualOffset)   end)   self:updateScrollBars() end "
modules_Documentation.md,onValueChange,"lScrollBar = scrollbar   connect(self.horizontalScrollBar, 'onValueChange', function(scrollbar, value)     local virtualOffset = self"
modules_Documentation.md,onLayoutUpdate,self.alwaysScrollMaximum = value end  function UIScrollArea:onLayoutUpdate()   self:updateScrollBars() end  function UIScrollArea:onMo
modules_Documentation.md,onMouseWheel,"date()   self:updateScrollBars() end  function UIScrollArea:onMouseWheel(mousePos, mouseWheel)   if self.verticalScrollBar then     "
modules_Documentation.md,onChildFocusChange,"(deltaX)       end     end   end end  function UIScrollArea:onChildFocusChange(focusedChild, oldFocused, reason)   if focusedChild and (re"
modules_Documentation.md,onScrollWidthChange,ChildVisible(focusedChild)   end end  function UIScrollArea:onScrollWidthChange()   if self.alwaysScrollMaximum and self.horizontalScrollBa
modules_Documentation.md,onScrollHeightChange,talScrollBar:getMaximum())   end end  function UIScrollArea:onScrollHeightChange()   if self.alwaysScrollMaximum and self.verticalScrollBar 
modules_Documentation.md,onSetup,eScroll = true   return scrollbar end  function UIScrollBar:onSetup()   self.setupDone = true   local sliderButton = self:getCh
modules_Documentation.md,onDecrement,"Press(self:getChildById('decrementButton'), function() self:onDecrement() end, 300)   g_mouse.bindAutoPress(self:getChildById('incr"
modules_Documentation.md,onIncrement,"Press(self:getChildById('incrementButton'), function() self:onIncrement() end, 300)   g_mouse.bindPressMove(sliderButton, function("
modules_Documentation.md,onStyleApply,"utton) end)    updateSlider(self) end  function UIScrollBar:onStyleApply(styleName, styleNode)   for name,value in pairs(styleNode) "
modules_Documentation.md,onDecrement,mouseScroll = value     end   end end  function UIScrollBar:onDecrement()   if g_keyboard.isCtrlPressed() then     self:decrement(s
modules_Documentation.md,onIncrement,  else     self:decrement()   end end  function UIScrollBar:onIncrement()   if g_keyboard.isCtrlPressed() then     self:increment(s
modules_Documentation.md,onValueChange,"teSlider(self)   if self.setupDone then     signalcall(self.onValueChange, self, math.round(value), delta)   end end  function UIScro"
modules_Documentation.md,onGeometryChange,   valueLabel:setText(text)   end end  function UIScrollBar:onGeometryChange()   updateSlider(self) end  function UIScrollBar:onMouseWhe
modules_Documentation.md,onMouseWheel,"etryChange()   updateSlider(self) end  function UIScrollBar:onMouseWheel(mousePos, mouseWheel)   if not self.mouseScroll or not self"
modules_Documentation.md,onSetup,"pinbox:setValue(1)   return spinbox end  function UISpinBox:onSetup()   g_mouse.bindAutoPress(self:getChildById('up'), function"
modules_Documentation.md,onMouseWheel,"), function() self:down() end, 300) end  function UISpinBox:onMouseWheel(mousePos, direction)   if not self.mouseScroll or self.disa"
modules_Documentation.md,onKeyPress,    self:down()   end   return true end  function UISpinBox:onKeyPress()   if self.firstchange then     self.firstchange = false  
modules_Documentation.md,onTextChange,"lf:setText('')   end   return false end  function UISpinBox:onTextChange(text, oldText)   if text:len() == 0 then     self:setValue("
modules_Documentation.md,onValueChange, end   end    self:setValue(number) end  function UISpinBox:onValueChange(value)   -- nothing to do end  function UISpinBox:onFocusCh
modules_Documentation.md,onFocusChange,lueChange(value)   -- nothing to do end  function UISpinBox:onFocusChange(focused)   if not focused then     if self:getText():len() 
modules_Documentation.md,onStyleApply,"setText(self.minimum)     end   end end  function UISpinBox:onStyleApply(styleName, styleNode)   for name, value in pairs(styleNode)"
modules_Documentation.md,onValueChange,"inimum)   end    if not dontSignal then     signalcall(self.onValueChange, self, value)   end end  function UISpinBox:getValue()   re"
modules_Documentation.md,onHoverChange,argin = 'bottom'   return splitter end  function UISplitter:onHoverChange(hovered)   -- Check if margin can be changed   local margin
modules_Documentation.md,onMouseMove,"elf.hovering = false     end   end end  function UISplitter:onMouseMove(mousePos, mouseMoved)   if self:isPressed() then     --loca"
modules_Documentation.md,onMouseRelease," end     end     return true   end end  function UISplitter:onMouseRelease(mousePos, mouseButton)   if not self:isHovered() then     g"
modules_Documentation.md,onStyleApply,"f)     self.hovering = false   end end  function UISplitter:onStyleApply(styleName, styleNode)   if styleNode['relative-margin'] the"
modules_Documentation.md,onTabClick,"(UIWidget, ""UITabBar"")  -- private functions local function onTabClick(tab)   tab.tabBar:selectTab(tab) end  local function onTabM"
modules_Documentation.md,onTabMouseRelease,"bClick(tab)   tab.tabBar:selectTab(tab) end  local function onTabMouseRelease(tab, mousePos, mouseButton)   if mouseButton == MouseRightB"
modules_Documentation.md,onTabLeftClick," tab:containsPoint(mousePos) then     signalcall(tab.tabBar.onTabLeftClick, tab.tabBar, tab)   end end  -- public functions function U"
modules_Documentation.md,onSetup,)   tabbar.tabs = {}   return tabbar end  function UITabBar:onSetup()   self.buttonsPanel = self:getChildById('buttonsPanel') e
modules_Documentation.md,onClick,width + tab:getPaddingLeft() + tab:getPaddingRight())   tab.onClick = onTabClick   tab.onMouseRelease = onTabMouseRelease   tab
modules_Documentation.md,onTabClick,b:getPaddingLeft() + tab:getPaddingRight())   tab.onClick = onTabClick   tab.onMouseRelease = onTabMouseRelease   tab.onDestroy = 
modules_Documentation.md,onMouseRelease,) + tab:getPaddingRight())   tab.onClick = onTabClick   tab.onMouseRelease = onTabMouseRelease   tab.onDestroy = function() tab.tabPan
modules_Documentation.md,onTabMouseRelease,gRight())   tab.onClick = onTabClick   tab.onMouseRelease = onTabMouseRelease   tab.onDestroy = function() tab.tabPanel:destroy() end    
modules_Documentation.md,onDestroy,= onTabClick   tab.onMouseRelease = onTabMouseRelease   tab.onDestroy = function() tab.tabPanel:destroy() end    table.insert(sel
modules_Documentation.md,onClick,['icon-source'] = icon   button:mergeStyle(style)    button.onClick = func   return button end  function UITabBar:removeTab(tab
modules_Documentation.md,onDestroy,"   return table end  -- Clear table values function UITable:onDestroy()   for _,row in pairs(self.rows) do     row.onClick = nil "
modules_Documentation.md,onClick,"able:onDestroy()   for _,row in pairs(self.rows) do     row.onClick = nil   end   self.rows = {}   self.columns = {}   self.hea"
modules_Documentation.md,onSetup,  -- Detect if a header is already defined function UITable:onSetup()   local header = self:getChildById('header')   if header 
modules_Documentation.md,onStyleApply,")   end end  -- Parse table related styles function UITable:onStyleApply(styleName, styleNode)   for name, value in pairs(styleNode)"
modules_Documentation.md,onClick,text' then         col:setText(value)       elseif type == 'onClick' then         col.onClick = value       end     end     tab
modules_Documentation.md,onClick,"Text(value)       elseif type == 'onClick' then         col.onClick = value       end     end     table.insert(columns, col)   "
modules_Documentation.md,onClick,"selectedRow == row then     self:selectRow(nil)   end   row.onClick = nil   row.table = nil   table.remove(self.columns, row.ro"
modules_Documentation.md,onSelectionChange,"n     selectedRow:setChecked(true)   end    signalcall(self.onSelectionChange, self, selectedRow, previousSelectedRow) end  function UITa"
modules_Documentation.md,onFocusChange,"eRow = extends(UIWidget, ""UITableRow"")  function UITableRow:onFocusChange(focused)   if focused then     if self.table then self.tabl"
modules_Documentation.md,onStyleApply,"lf.table:selectRow(self) end   end end  function UITableRow:onStyleApply(styleName, styleNode)   for name,value in pairs(styleNode) "
modules_Documentation.md,onClick,"utton, ""UITableHeaderColumn"")  function UITableHeaderColumn:onClick()   if self.table then     self.table:setSorting(self.colId"
modules_Documentation.md,onStyleApply," end ``` ---  # 📄 uitextedit.lua ```lua function UITextEdit:onStyleApply(styleName, styleNode)   for name,value in pairs(styleNode) "
modules_Documentation.md,onMouseWheel,"d(value))       end)     end   end end  function UITextEdit:onMouseWheel(mousePos, mouseWheel)   if self.verticalScrollBar and self:"
modules_Documentation.md,onTextAreaUpdate,"nt()     end     return true   end end  function UITextEdit:onTextAreaUpdate(virtualOffset, virtualSize, totalSize)   self:updateScrollB"
modules_Documentation.md,onValueChange,"self.verticalScrollBar = scrollbar   self.verticalScrollBar.onValueChange = function(scrollbar, value)     local virtualOffset = self"
modules_Documentation.md,onValueChange,".horizontalScrollBar = scrollbar   self.horizontalScrollBar.onValueChange = function(scrollbar, value)     local virtualOffset = self"
modules_Documentation.md,onKeyDown,"licy(AutoFocusFirst)   return window end  function UIWindow:onKeyDown(keyCode, keyboardModifiers)   if keyboardModifiers == Keybo"
modules_Documentation.md,onEnter," then     if keyCode == KeyEnter then       signalcall(self.onEnter, self)     elseif keyCode == KeyEscape then       signalcal"
modules_Documentation.md,onEscape,"     elseif keyCode == KeyEscape then       signalcall(self.onEscape, self)     end   end end  function UIWindow:onFocusChange(f"
modules_Documentation.md,onFocusChange,"l(self.onEscape, self)     end   end end  function UIWindow:onFocusChange(focused)   if focused then self:raise() end end  function U"
modules_Documentation.md,onDragEnter,)   if focused then self:raise() end end  function UIWindow:onDragEnter(mousePos)   if self.static then     return false   end   se
modules_Documentation.md,onDragLeave,"ePos.y - self:getY() }   return true end  function UIWindow:onDragLeave(droppedWidget, mousePos)   -- TODO: auto detect and reconne"
modules_Documentation.md,onDragMove,"O: auto detect and reconnect anchors end  function UIWindow:onDragMove(mousePos, mouseMoved)   if self.static then     return   en"
modules_Documentation.md,onLoad,nt.ovh   reloadable: false   scripts: [ crash_reporter ]   @onLoad: init() ``` ---  # 📦 Moduł: `gamelib`  # 📄 const.lua ```lua
modules_Documentation.md,onSkullChange,icon_tradequest'   end   return path end  function Creature:onSkullChange(skullId)   local imagePath = getSkullImagePath(skullId)   i
modules_Documentation.md,onShieldChange,"elf:setSkullTexture(imagePath)   end end  function Creature:onShieldChange(shieldId)   local imagePath, blink = getShieldImagePathAndB"
modules_Documentation.md,onEmblemChange,"hieldTexture(imagePath, blink)   end end  function Creature:onEmblemChange(emblemId)   local imagePath = getEmblemImagePath(emblemId) "
modules_Documentation.md,onTypeChange,lf:setEmblemTexture(imagePath)   end end  function Creature:onTypeChange(typeId)   local imagePath = getTypeImagePath(typeId)   if i
modules_Documentation.md,onIconChange,self:setTypeTexture(imagePath)   end end  function Creature:onIconChange(iconId)   local imagePath = getIconImagePath(iconId)   if i
modules_Documentation.md,onLoad,ent team   website: https://github.com/edubart/otclient    @onLoad: |     dofile 'const'     dofile 'util'     dofile 'protoco
modules_Documentation.md,onOpcode,"ata = {} local maxPacketSize = 65000  function ProtocolGame:onOpcode(opcode, msg)   for i, callback in pairs(opcodeCallbacks) do"
modules_Documentation.md,onExtendedOpcode,"rue     end   end   return false end  function ProtocolGame:onExtendedOpcode(opcode, buffer)   local callback = extendedCallbacks[opcode"
modules_Documentation.md,onLoginError,") == 0 or port == nil or port == 0 then     signalcall(self.onLoginError, self, tr(""You must enter a valid server address and port."""
modules_Documentation.md,onConnect,ncryption()   end   self:recv() end  function ProtocolLogin:onConnect()   self.gotConnection = true   self:connectCallback()   se
modules_Documentation.md,onRecv,()   self.connectCallback = nil end  function ProtocolLogin:onRecv(msg)   while not msg:eof() do     local opcode = msg:getU8(
modules_Documentation.md,onLoginError,"pcode == LoginServerUpdateNeeded then       signalcall(self.onLoginError, self, tr(""Client needs update.""))     elseif opcode == Log"
modules_Documentation.md,onLoginError,"ere       local unknown = msg:getU8()       signalcall(self.onLoginError, self, tr(""Invalid authentification token.""))     elseif op"
modules_Documentation.md,onUpdateNeeded,"    local signature = msg:getString()       signalcall(self.onUpdateNeeded, self, signature)           elseif opcode == LoginServerSes"
modules_Documentation.md,onProxyList,", priority=priority})       end             signalcall(self.onProxyList, self, proxies)     else       self:parseOpcode(opcode, msg"
modules_Documentation.md,onLoginError,"g)   local errorMessage = msg:getString()   signalcall(self.onLoginError, self, errorMessage) end  function ProtocolLogin:parseMotd("
modules_Documentation.md,onMotd,"eMotd(msg)   local motd = msg:getString()   signalcall(self.onMotd, self, motd) end  function ProtocolLogin:parseSessionKey(ms"
modules_Documentation.md,onSessionKey,"msg)   local sessionKey = msg:getString()   signalcall(self.onSessionKey, self, sessionKey) end  function ProtocolLogin:parseCharact"
modules_Documentation.md,onCharacterList,"Premium or SubscriptionStatus.Free   end    signalcall(self.onCharacterList, self, characters, account) end  function ProtocolLogin:par"
modules_Documentation.md,onCharacterList,"getTable()   local otui = msg:getString()   signalcall(self.onCharacterList, self, characters, account, otui) end  function ProtocolLog"
modules_Documentation.md,onOpcode,"on ProtocolLogin:parseOpcode(opcode, msg)   signalcall(self.onOpcode, self, opcode, msg) end  function ProtocolLogin:onError(msg"
modules_Documentation.md,onError,"lf.onOpcode, self, opcode, msg) end  function ProtocolLogin:onError(msg, code)   local text = translateNetworkError(code, self:"
modules_Documentation.md,onLoginError,"workError(code, self:isConnecting(), msg)   signalcall(self.onLoginError, self, text) end ``` ---  # 📄 spells.lua ```lua SpelllistSe"
modules_Documentation.md,onTextMessage,"lua ```lua local messageModeCallbacks = {}  function g_game.onTextMessage(messageMode, message)   local callbacks = messageModeCallba"
modules_Documentation.md,onTextMessage,"or #callbacks == 0 then     perror(string.format('Unhandled onTextMessage message mode %i: %s', messageMode, message))     return   e"
modules_Documentation.md,onIdle,"dget, ""UICreatureButton"")  local CreatureButtonColors = {   onIdle = {notHovered = '#888888', hovered = '#FFFFFF' },   onTarge"
modules_Documentation.md,onTargeted," onIdle = {notHovered = '#888888', hovered = '#FFFFFF' },   onTargeted = {notHovered = '#FF0000', hovered = '#FF8888' },   onFollo"
modules_Documentation.md,onFollowed,"argeted = {notHovered = '#FF0000', hovered = '#FF8888' },   onFollowed = {notHovered = '#00FF00', hovered = '#88FF88' } }  local L"
modules_Documentation.md,onIdle,reatureButton:update()   local color = CreatureButtonColors.onIdle   local show = false   if self.creature == g_game.getAttack
modules_Documentation.md,onTargeted,etAttackingCreature() then     color = CreatureButtonColors.onTargeted   elseif self.creature == g_game.getFollowingCreature() the
modules_Documentation.md,onFollowed,etFollowingCreature() then     color = CreatureButtonColors.onFollowed   end   color = self.isHovered and color.hovered or color.n
modules_Documentation.md,onIdle,nd   self.color = color    if color ~= CreatureButtonColors.onIdle.notHovered then     self.creatureWidget:setBorderWidth(1)  
modules_Documentation.md,onDragEnter,r(color) end ``` ---  # 📄 uiitem.lua ```lua function UIItem:onDragEnter(mousePos)   if self:isVirtual() then return false end    lo
modules_Documentation.md,onDragLeave,"use.pushCursor('target')   return true end  function UIItem:onDragLeave(droppedWidget, mousePos)   if self:isVirtual() then return "
modules_Documentation.md,onDrop,"   self.hoveredWho = nil   return true end  function UIItem:onDrop(widget, mousePos, forced)   if not self:canAcceptDrop(widge"
modules_Documentation.md,onDestroy,  self:setBorderWidth(0)   return true end  function UIItem:onDestroy()   if self == g_ui.getDraggingWidget() and self.hoveredWho
modules_Documentation.md,onHoverChange,"o then     self.hoveredWho = nil   end end  function UIItem:onHoverChange(hovered)   UIWidget.onHoverChange(self, hovered)        if "
modules_Documentation.md,onHoverChange," end end  function UIItem:onHoverChange(hovered)   UIWidget.onHoverChange(self, hovered)        if self:isVirtual() or not self:isDra"
modules_Documentation.md,onMouseRelease,"gWidget.hoveredWho = nil     end   end end  function UIItem:onMouseRelease(mousePosition, mouseButton)   if self.cancelNextRelease the"
modules_Documentation.md,onClick,. ' not in drop list.')   return false end  function UIItem:onClick(mousePos)   if not self.selectable or not self.editable the
modules_Documentation.md,onItemChange,les.game_itemselector.show(self)   end end  function UIItem:onItemChange()   local tooltip = nil   if self:getItem() and self:getIte
modules_Documentation.md,onCreate,p) end ``` ---  # 📄 uiminimap.lua ```lua function UIMinimap:onCreate()   self.autowalk = true end  function UIMinimap:onSetup() 
modules_Documentation.md,onSetup,p:onCreate()   self.autowalk = true end  function UIMinimap:onSetup()   self.flagWindow = nil   self.flags = {}   self.alternat
modules_Documentation.md,onAddAutomapFlag,"dow = nil   self.flags = {}   self.alternatives = {}   self.onAddAutomapFlag = function(pos, icon, description) self:addFlag(pos, icon, "
modules_Documentation.md,onRemoveAutomapFlag,"escription) self:addFlag(pos, icon, description) end   self.onRemoveAutomapFlag = function(pos, icon, description) self:removeFlag(pos, ico"
modules_Documentation.md,onAddAutomapFlag,"oveFlag(pos, icon, description) end   connect(g_game, {     onAddAutomapFlag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onR"
modules_Documentation.md,onAddAutomapFlag,"iption) end   connect(g_game, {     onAddAutomapFlag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onRemoveAutomapFlag,   }) e"
modules_Documentation.md,onRemoveAutomapFlag,"g_game, {     onAddAutomapFlag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onRemoveAutomapFlag,   }) end  function UIMinimap:on"
modules_Documentation.md,onRemoveAutomapFlag,"lag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onRemoveAutomapFlag,   }) end  function UIMinimap:onDestroy()   for _,widget in"
modules_Documentation.md,onDestroy,"ag = self.onRemoveAutomapFlag,   }) end  function UIMinimap:onDestroy()   for _,widget in pairs(self.alternatives) do     widget:"
modules_Documentation.md,onAddAutomapFlag,")   end   self.alternatives = {}   disconnect(g_game, {     onAddAutomapFlag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onR"
modules_Documentation.md,onAddAutomapFlag,"ves = {}   disconnect(g_game, {     onAddAutomapFlag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onRemoveAutomapFlag,   })  "
modules_Documentation.md,onRemoveAutomapFlag,"g_game, {     onAddAutomapFlag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onRemoveAutomapFlag,   })   self:destroyFlagWindow()"
modules_Documentation.md,onRemoveAutomapFlag,"lag = self.onAddAutomapFlag,     onRemoveAutomapFlag = self.onRemoveAutomapFlag,   })   self:destroyFlagWindow()   self.flags = {} end  fun"
modules_Documentation.md,onVisibilityChange,stroyFlagWindow()   self.flags = {} end  function UIMinimap:onVisibilityChange()   if not self:isVisible() then     self:destroyFlagWindow
modules_Documentation.md,onCameraPositionChange,     self:destroyFlagWindow()   end end  function UIMinimap:onCameraPositionChange(cameraPos)   if self.cross then     self:setCrossPosition(s
modules_Documentation.md,onFlagMouseRelease,"g_settings.setNode('Minimap', settings) end  local function onFlagMouseRelease(widget, pos, button)   if button == MouseRightButton then  "
modules_Documentation.md,onMouseRelease,"epath(icon, 1))   end   flag:setTooltip(description)   flag.onMouseRelease = onFlagMouseRelease   flag.onDestroy = function() table.re"
modules_Documentation.md,onFlagMouseRelease," end   flag:setTooltip(description)   flag.onMouseRelease = onFlagMouseRelease   flag.onDestroy = function() table.removevalue(self.flags,"
modules_Documentation.md,onDestroy,"cription)   flag.onMouseRelease = onFlagMouseRelease   flag.onDestroy = function() table.removevalue(self.flags, flag) end   tabl"
modules_Documentation.md,onZoomChange,"t:enableUpdates()   layout:update() end  function UIMinimap:onZoomChange(zoom)   for _,widget in pairs(self.alternatives) do     if "
modules_Documentation.md,onMouseWheel,"os.z}   self:setCameraPosition(pos) end  function UIMinimap:onMouseWheel(mousePos, direction)   local keyboardModifiers = g_keyboard"
modules_Documentation.md,onMousePress,"er then     self:floorDown(1)   end end  function UIMinimap:onMousePress(pos, button)   if not self:isDragging() then     self.allow"
modules_Documentation.md,onMouseRelease," self.allowNextRelease = true   end end  function UIMinimap:onMouseRelease(pos, button)   if not self.allowNextRelease then return tru"
modules_Documentation.md,onDragEnter,   return true   end   return false end  function UIMinimap:onDragEnter(pos)   self.dragReference = pos   self.dragCameraReference 
modules_Documentation.md,onDragMove,"f:getCameraPosition()   return true end  function UIMinimap:onDragMove(pos, moved)   local scale = self:getScale()   local dx = (s"
modules_Documentation.md,onDragLeave,"etCameraPosition(pos)   return true end  function UIMinimap:onDragLeave(widget, pos)   return true end  function UIMinimap:onStyleA"
modules_Documentation.md,onStyleApply,"ragLeave(widget, pos)   return true end  function UIMinimap:onStyleApply(styleName, styleNode)   for name,value in pairs(styleNode) "
modules_Documentation.md,onClick,= function()     self:destroyFlagWindow()   end    okButton.onClick = successFunc   cancelButton.onClick = cancelFunc    self.f
modules_Documentation.md,onClick,ow()   end    okButton.onClick = successFunc   cancelButton.onClick = cancelFunc    self.flagWindow.onEnter = successFunc   sel
modules_Documentation.md,onEnter,Func   cancelButton.onClick = cancelFunc    self.flagWindow.onEnter = successFunc   self.flagWindow.onEscape = cancelFunc    se
modules_Documentation.md,onEscape,    self.flagWindow.onEnter = successFunc   self.flagWindow.onEscape = cancelFunc    self.flagWindow.onDestroy = function() flag
modules_Documentation.md,onDestroy,   self.flagWindow.onEscape = cancelFunc    self.flagWindow.onDestroy = function() flagRadioGroup:destroy() end end  function UIM
